视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
92,https://www.youtube.com/watch?app=desktop&v=WeTN6H6LEUk&t=6s,25:13,vlog - 宠物,1,Does the blogger like to talk or she likes to stay silent？,"多线索推理,人物属性建模",She likes to talk.,,视频中博主一直在不停地和摄像头对话、和自己的动物对话，因此她是一个喜欢说话的人。,,,,,,,,,,
,,,,2,What did the blogger feed after feeding her pigs?,多跳推理,She went to feed her ducks and geese.,,模型可以通过识别博主所照顾动物地顺序分析出，博主喂完猪之后去喂鸭和鹅了。,,,,,,,,,,
,,,,3,How did Howdy and Bella react when the blogger made sound out of her 12$ chicken toy?,多模态/多语言推理,They were terrified.,,模型可以通过博主在Howdy and Bella在听到玩具惨叫鸡惨叫时的表情和叫声分辨出当时它们是被吓到了。,,,,,,,,,,
,,,,4,What should be fed to ewes in parenting？,通用知识推理,Grains.,母羊在育儿的时候需要大量的营养摄入来保证奶水供给。,视频中喂育儿中的母羊，提到了会用大量的grain，这样可以充分激发羊的奶水供给，进而保证幼羊的成长。,,,,,,,,,,
,,,,5,What's the purpose to shave the fur of Briggs' the bunny?,通用知识推理,To make it still see things.,长毛兔的毛很长，因此每过一段时间就要给兔子剃毛。,模型可以通过识别识别长毛兔过长的毛发和会带来的不良影响判断出，如果不帮长毛兔剃毛，毛发就会盖住眼睛，会对兔子的安全造成影响。,,,,,,,,,,
93,https://www.youtube.com/watch?v=eEcyizb_7oU,28:38,vlog - 工作,1,What did Lucia do before she started writing a diary? ,多跳推理,She made coffee.,,模型需要首先定位lucia写日记的片段，根据该片段之前的画面可知她做了咖啡。,,,,,,,,,,
,,,,2,Is sailing allowed on the Hoboken waterfront? ,"多线索推理,多模态/多语言推理,通用知识推理",Yes.,lucia展示办公室风景时可以看到海上有帆船，后来根据lucia的话得知这是hoboken海滨，因此可知hoboken海滨允许进行帆船运动。,模型需要首先定位lucia展示办公室风景的片段，片段中可以看到海上有帆船，再定位到lucia下班走路的片段，根据片段中的话可知这片水域是hoboken海滨，因此hoboken海滨上可以进行帆船运动。,,,,,,,,,,
,,,,3,What is Lucia's food intolerance? ,人物属性建模,Gluten.,,模型需要定位lucia下班后的片段，她说自己本来打算去买点熟食当晚饭，但是店里的熟食都含有麦麸，自己不能吃，就没买了，由此可知lucia对麦麸不耐受。,,,,,,,,,,
,,,,4,What does Lucia require in each meal? ,人物属性建模,Protein.,,模型需要定位lucia说自己认为多花点钱为每餐增加蛋白质是值得的，因此可知lucia对每餐的蛋白质摄入有要求。,,,,,,,,,,
,,,,5,What is Spring bone? ,通用知识推理,A food ordering platform.,视频中lucia说商店里的熟食都含有麦麸，自己不能吃，只能到spring bone上订，后来到家后lucia说自己在spring bone上订了三文鱼和西蓝花，由此可推测spring bone是个订餐的平台。,模型需要根据多个lucia提到spring bone的片段进行分析，分析可知spring bone是个订餐的平台。,,,,,,,,,,
94,https://www.youtube.com/watch?v=gIK-Gein3_U,23:49,vlog - 工作,1,How many products does Ellen use for her makeup? ,多线索推理,Nine.,,模型需要定位Ellen早上化妆的片段，识别到Ellen使用不同化妆品的画面，根据统计得出Ellen一共用了九个产品。,,,,,,,,,,
,,,,2,How does Ellen remember to do things? ,人物属性建模,She writes them down in a notebook immediately.,,模型需要定位Ellen介绍自己的工作用品的片段，Ellen说在本子上她通常会列代办清单，自己脑子中想到要做的事就会记下来，因此Ellen会用这样的方法记住要做的事。,,,,,,,,,,
,,,,3,Does Ellen require a lot of meetings in her job? ,"多线索推理,人物属性建模",Yes.,,模型需要根据多个片段进行分析，视频中我们得知Ellen这天开了四次会，因此Ellen的工作需要开很多会。,,,,,,,,,,
,,,,4,Is Poke Balls healthy? ,通用知识推理,Yes.,Ellen晚餐点的是poke balls，根据画面可以看到有三文鱼、蔬菜、米饭等等，营养搭配均衡，很健康。,模型需要定位Ellen吃晚饭的片段，根据她的话可知她点的是poke balls，并且这一份餐食中有三文鱼、蔬菜、米饭等等，因此可推测poke balls的食物营养搭配均衡，很健康。,,,,,,,,,,
,,,,5,What app can you use to meditate? ,通用知识推理,Superhuman app.,Ellen晚上冥想的时候说自己很喜欢Superhuman这个应用程序，由此可知Superhuman是一个关于冥想的APP。,模型需要定位Ellen晚上冥想的片段，根据片段中她对Superhuman的介绍可知这是个冥想APP。,,,,,,,,,,
95,https://www.youtube.com/watch?v=h1Rtt4horvw,20:07,vlog - 工作,1,Is Rachel married? ,人物属性建模,Yes.,,模型需要定位视频开头，Rachel说自己起得比丈夫早，为了不吵醒他会把门关上，因此可知Rachel已婚。,,,,,,,,,,
,,,,2,What is Uber Eats? ,通用知识推理,A food delivery platform.,视频中Rachel取午餐时说自己之前叫过几次ubereats，但是不是太晚到就是找不到地方，所以今天Rachel自己去取的，由此可知ubereats是一个外卖平台。,模型需要定位Rachel取午餐的片段，根据片段中Rachel对ubereats的评价可知ubereats是一个外卖平台。,,,,,,,,,,
,,,,3,What does Botox do? ,通用知识推理,It removes wrinkles.,视频中Rachel说了好多如何控制面部表情来控制皱纹产生的方法，并说这样注意了以后就可以不在30岁之前就打肉毒杆菌了，由此可知肉毒杆菌可以消除皱纹。,模型需要定位Rachel教大家如何减少皱纹的片段，根据片段内容可推测肉毒杆菌可以消除皱纹。,,,,,,,,,,
,,,,4,How does Rachel go to work? ,多跳推理,By car.,,模型需要定位Rachel上班的片段，根据该片段之前的片段画面可以看到Rachel是开车去的。,,,,,,,,,,
,,,,5,Is Rachel's mother active on social media? ,人物属性建模,Yes.,,模型需要定位Rachel给母亲打电话的片段，Rachel说E network的制片人通过社交媒体发现Rachel的母亲，并想邀请她参加一档节目，由此可知Rachel的母亲在社交媒体上很活跃。,,,,,,,,,,
96,https://www.youtube.com/watch?v=z-fhNhqBJeE,24:14,vlog - 亲子,1,Is Dorothy a brave girl?,人物属性建模,Yes.,,视频中提到Dorothy首次参赛仍尝试高难度动作，可推断她是个勇于尝试的女孩。,,,,,,,,,,
,,,,2,What is Dorothy and Manila's relationship?,人物属性建模,Siblings.,,视频中多次将 Dorothy 和 Manila 并列提及为家庭成员的子女，可明确二人为兄妹关系。,,,,,,,,,,
,,,,3,How many projects are carried out in total?,多线索推理,Three.,,视频中一共进行了三个主要项目：5K赛跑、霹雳舞、冲浪比赛。,,,,,,,,,,
,,,,4,Does Olafly require physical SIM replacement?,通用知识推理,No.,Olafly 是电子 SIM 提供商，用户通过扫描二维码联网，所以eSIM 技术无需实体卡。,视频中提到Olafly 是电子 SIM 提供商，用户通过扫描二维码联网，所以eSIM 技术无需实体卡。,,,,,,,,,,
,,,,5,What's the key step in driving a manual car?,通用知识推理,Release clutch slowly.,“松开离合器，踩油门”，手动挡驾驶的关键步骤是油离配合，需通过具体动作描述推断。,视频中 Malow 学车时提到“松开离合器，踩油门”。手动挡驾驶的关键步骤是油离配合，需通过具体动作描述推断。,,,,,,,,,,
97,https://www.youtube.com/watch?v=5_Znqgntbdo,22:24,纪录片 - 人文,1,What role does the blogger play in the interaction with the tribe?,"多线索推理,人物属性建模",Documentarian and visitor.,,博主描述自己与部落互动（“We’re with the tribe”），并记录他们的习俗，表明其身份为记录者和访客。,,,,,,,,,,
,,,,2,What plant-derived substance is used to make hunting poison by the Waorani?,通用知识推理,Curare.,视频提到毒药来自藤本植物（climbing plants），并明确命名为“Curare”，这是南美部落传统狩猎毒药的通用名称。,视频提到毒药来自藤本植物（climbing plants），并明确命名为“Curare”，这是南美部落传统狩猎毒药的通用名称。,,,,,,,,,,
,,,,3,What traditional method is used to prepare the Waorani’s cassava drink?,通用知识推理,Saliva fermentation.,视频提到饮料通过“spitting”制备，这是通过唾液中的酶发酵木薯的典型传统方法。,视频提到饮料通过“spitting”制备，这是通过唾液中的酶发酵木薯的典型传统方法。,,,,,,,,,,
,,,,4,What animal’s call do the Waorani mimic to lure monkeys?,多跳推理,Monkey vocalization.,,视频中提到部落成员模仿猴子的叫声并且the monkeys respond to this sound，推断他们通过模拟同类声音吸引猴子。,,,,,,,,,,
,,,,5,What is the nationality of the tribe living near Ecuador’s Amazon-Peru border?,人物属性建模,Ecuadorian.,,视频提到部落位于厄瓜多尔（Ecuador）境内亚马逊地区，与秘鲁接壤，因此其国籍应为厄瓜多尔人。,,,,,,,,,,
98,https://www.youtube.com/watch?v=1Fb3G9x6MZM,24:56,纪录片 - 人文,1,What is Wang Od's marital status?,人物属性建模,Never married.,,提到当被问及婚姻时，她表示从未真正结婚。,,,,,,,,,,
,,,,2,Why will Wang Od’s tattooing tradition become extinct?,多线索推理,No children.,,视频中明确提到她没有子女，而她的纹身技艺依赖家族传承。,,,,,,,,,,
,,,,3,What symbolizes longevity in Wang Od’s tattoos?,通用知识推理,Three dots.,她的标志性三点纹身代表孙辈，隐含家族延续和长寿象征。,她的标志性三点纹身代表孙辈，隐含家族延续和长寿象征。,,,,,,,,,,
,,,,4,Why is Batok tattooing more painful than modern methods?,通用知识推理,Bamboo needle strikes.,视频描述她使用竹针反复敲击皮肤，比现代机械纹身更疼痛。,视频描述她使用竹针反复敲击皮肤，比现代机械纹身更疼痛。,,,,,,,,,,
,,,,5,What's the relationship between Diane and Drew?,人物属性建模,They are a nice couple.,,"视频中Drew明确介绍Dianna为妻子（""Dianna my wife""），并多次以“babe”称呼，如“babe can you believe we made it”。",,,,,,,,,,
99,https://www.youtube.com/watch?v=Gt8U7ekFCC0,23:21,测评 - 食品,1,What is Nana Ama's occupation?,"多线索推理,人物属性建模",Restaurant owner.,,Nana Ama经营一家有50年历史的“Chop Bar”（加纳传统餐饮场所），并亲自烹饪和解释菜品。视频明确提到她负责管理厨房和应对经营挑战（如电力问题），直接表明其职业。,,,,,,,,,,
,,,,2,What is Tatiana's nationality?,人物属性建模,Ghanaian.,,视频中提到Tatiana在11岁时移居意大利，但她的YouTube内容专注于加纳文化和食物，并提到“回到加纳学习语言和人群”。结合她强调展示加纳未被外界了解的特色，可推断她原国籍为加纳，后成为侨民。,,,,,,,,,,
,,,,3,Who negotiates prices with fishermen at Elmina market?,通用知识推理,Local sellers.,渔民将鱼卖给中间商（local sellers），后者再零售。视频提到“渔民定价，买家需讨价还价”，而中间商需通过谈判压低进价,渔民将鱼卖给中间商（local sellers），后者再零售。视频提到“渔民定价，买家需讨价还价”，而中间商需通过谈判压低进价,,,,,,,,,,
,,,,4,What condiment adds spiciness to Ghanaian dishes?,通用知识推理,Shito chili oil.,视频提到“Shito是加纳标志性辣酱，由辣椒、虾粉和熏鱼制成”。,视频提到“Shito是加纳标志性辣酱，由辣椒、虾粉和熏鱼制成”。,,,,,,,,,,
,,,,5,How is fish preserved in Ghana's Elmina market?,多线索推理,Smoking.,,视频详细描述了加纳人用露天砖炉熏制鱼类以延长保质期的过程（如“熏制1-3天，小鱼可保存1年”）。需结合传统工艺和防腐需求推理出答案。,,,,,,,,,,
100,https://www.youtube.com/watch?v=teHJxXy_oTE,50:38,教学 - 工业制造,1,Why does Mega brewing factory soak barley?,通用知识推理,In order to make barley sprout.,视频中介绍大麦被收割后进入浸泡池浸泡，这是酿酒的第一步，知道大麦开始发芽。工作人员解释浸泡是为了让大麦长成植物。,模型需定位到工厂酿酒的第一步的介绍，浸泡是为了让大麦长成植物，直到他们发芽。,,,,,,,,,,
,,,,2,Does the kiln of the factory dry the surface of barley or the inside with hot air?,通用知识推理,The inside with hot air.,视频中拍摄大型窑炉容纳大麦，在这里像烘干咖啡一样烘干大麦，通过将85度的热空气推入大麦中烘干，由此可知，是从内部烘干，而不是从表面烘干。,模型需定位到烘干大麦的片段，片段拍摄了烘干装置从顶部将热空气推入大麦内部，由此可知，是从内部烘干而不是表面。,,,,,,,,,,
