视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
93,https://www.youtube.com/watch?v=Wfrq_DLb8wI,25:20,教学 - 烹饪,1,Is Nick experienced in cooking?,"多线索推理,人物属性建模",Yes.,,模型通过分析整个视频的教学片段，比如食材的配比，剥蒜的技巧等等，都可以提现他高超的厨艺。,,,,,,,,,,
,,,,2,How many ingredients does Nick use to make the crepe batter?,多线索推理,Five.,,模型需要定位到Nick制作可丽饼面糊的片段，他首先加了面粉，然后，砂糖、盐、鸡蛋还有全脂牛奶，一共五种,,,,,,,,,,
,,,,3,Is Nick a detail-oriented person or more of a big-picture thinker?,人物属性建模,He is a detail-oriented person.,,模型需要定位到他制作惠灵顿牛排的过程，他为了追求完美的口感以及体验，选择均匀的牛肉段并且还将上面的silver skin一点点去除掉，可以得出他是一个注重细节的人。,,,,,,,,,,
,,,,4,What is the most frequently used item in the kitchen to keep the countertop clean and tidy?,"多线索推理,通用知识推理",Kitchen paper.,Nick在拆牛肉的时候，防止血流的到处都是，选择拿厨房纸垫着；在对烤好的牛排刷酱汁时候，为了接住流出的多余液体，也选择用厨房纸垫着，等等。由此可以得出厨房纸用的次数是最多的。,模型需要分析整个视频片段，观察他在为了保持厨房整洁都是用的什么，进而可以推出答案。,,,,,,,,,,
,,,,5,What tools can be used to help shape or hold a Beef Wellington in place?,通用知识推理,Plastic wrap.,Nick使用塑料膜将惠灵顿牛排裹成香肠状，之后收紧边缘，让它变得漂亮和紧实。由此可以推出可以使用塑料膜进行定型。,模型通过定位到Nick借助塑料膜将惠灵顿牛排卷起并且裹紧的过程，观察塑料膜是如何定型的，就可以得到答案。,,,,,,,,,,
94,https://www.youtube.com/watch?v=PPWFZbT9A_4,28:30,探索 - 体验新事物,1,Which seat in Lufthansa's brand new First Class offers the most convenience?,"多线索推理,通用知识推理",1K,商务舱一共有38个座位，第一排的四个座位有单独的空间，在这四个位置里，中间两个是连在一起的，需要共享左边的也就是1A和中间的共享过道，但是最右边的1K可以独享一整个走廊，因此1K更便利。,模型需要定位到博主介绍飞机内座位的布局以及每个相对应的特点，由此可以分析出答案。,,,,,,,,,,
,,,,2,Where does the main source of humidity in the aircraft cabin come from?,通用知识推理,Mainly comes from passengers' own breathing.,博主介绍他要多喝水防止脱水，然后大多数航班的机舱湿度在10%到20%之前，而高级舱会更干燥，因为人少，由此可知机舱内主要的湿度来源于乘客自身的呼吸。,模型通过定位到博主在介绍机舱湿度部分的片段，通过分析他讲解的内容比如普通客舱人多，很湿润，而高级客舱很少呼吸的人，可以得出机舱内大部分的湿度来自于乘客的呼吸。,,,,,,,,,,
,,,,3,Has Dan been to many countries in the world? ,人物属性建模,Yes.,,在视频开头，Dan说自己的梦想就是向观众分享自己在环球旅行中自己的一些乘坐飞机的经历，自己测评这些航班服务已经有十年了，由他的理想和从业时间可推断出Dan已经过去很多的国家了,,,,,,,,,,
,,,,4,Is Dan a private person?,"多线索推理,人物属性建模",Yes.,,视频中Dan得知他的座位需要和其他乘客共享走廊时，他是很失落的。但是之后，他发现商务舱只有他自己后，瞬间很开心，可以自己独享这一片地方，由此可知他是一个比较注重隐私的人。,,,,,,,,,,
,,,,5,Does Lufthansa’s brand new First Class offer a wide variety of dishes?,"多线索推理,通用知识推理",Yes,博主首先展示了飞机提供的菜单，一共有两本，都各不相同。之后博主对菜品进行了展示，一共有两顿，第一顿里有六个前菜，一个主菜，一个甜品；第二顿有两个前菜，一个主菜，一个甜品。可以看出菜品是相当的丰盛。,模型需要定位出博主对有关菜品以及菜单的评价，通过分析具体的介绍内容以及镜头展示，可以推出答案。,,,,,,,,,,
95,https://www.youtube.com/watch?v=tpg3VvoIVfA,22:54,测评 - 其他,1,"If you attack a crow, will the crow avenge or forget?",通用知识推理,It will avenge.,由于拥有比较高的智力水平，所以乌鸦的记忆力惊人，而且相当记仇。,博主训练的实验乌鸦可以清楚地认出分辨他的脸，研究也显示乌鸦能够长久地记住面部特征。,,,,,,,,,,
,,,,2,How can we gain college tuition from CrunchLabs?,通用知识推理,Buy hack boxes from CrunchLabs.,CrunchLabs是博主创立的一个品牌，主要售卖各种DIY手工盒。,博主展示了一位顾客购买了hack box，获得了铂金证书，可以免费上大学。,,,,,,,,,,
,,,,3,Is Mark a generous person or stingy person?,人物属性建模,He is generous.,,博主在最后决定以后免费给乌鸦们提供鸡块，可以看出他的慷慨。,,,,,,,,,,
,,,,4,Is Mark a crafty person?,人物属性建模,Yes.,,博主设计了整个迷宫机关，是一个心灵手巧的人。,,,,,,,,,,
,,,,5,Did Mark make the maze for the crow by himself?,多线索推理,No.,,视频中提到最后的鸟笼是Adam为他做的，所以整个迷宫不全是他制作的。,,,,,,,,,,
96,https://www.youtube.com/watch?v=hA_yupbUqTQ&list=LL&index=6,24:37,测评 - 其他,1,How many one-star reviews did Simon show before checking into the second hotel in Budapest?,"多线索推理,多跳推理",3 one-star reviews.,,模型首先需要定位到Simon在测评位于布达佩斯的第二个一星级店的片段，通过Simon在入住前展示的多个评论，收集多片段才能对展示的一星评价数量进行总结。,,,,,,,,,,
,,,,2,What is Magdalena's profession?,"多线索推理,人物属性建模",Hotel receptionist.,,模型需要对Magdalena持续追踪，因为Magdalena的名字直到Simon与她分别时才知道，通过Magdalena帮助Simon办理入住事宜等多个片段，对Magdalena的职业进行判断。,,,,,,,,,,
,,,,3,Is Onity a dog-freindly hotel？,通用知识推理,"Yes, it's a dog-freindly hotel.",在匈牙利办理入住时，酒店前台工作人员以为Simon的误将摄影机看成一只狗，但还是让Simon入住了，后来误会解释清楚，但可由此判断Onity是一家宠物友好型酒店。,模型需要定位到Simon在匈牙利布达佩斯酒店办理入住的片段，通过前台工作人员误以为Simon带狗入住但还是接受，模型可判断Onity是一家宠物友好型酒店。,,,,,,,,,,
,,,,4,What document can help you check in if you forget your ID card in Barcelona?,通用知识推理,Passport.,Elie在帮助Simon在巴塞罗那办理入住时提到，需要身份证或者护照帮助Simon入住，因此推断在国外如果身份证忘记带或者丢失，可以使用护照登记。,模型需要定位到Simon在巴萨罗那入住一星酒店的片段，通过酒店工作人员Elie的对话可以推断，及时忘记带身份证，护照也可以办理入住。,,,,,,,,,,
,,,,5,What is the relationship between Apollodor and Magdalena?,人物属性建模,Colleagues.,,模型需要在多人物中找到Apollodor and Magdalena是谁，通过两人在布加勒斯特同时帮助Simon半路入住和对话可知，两人属于同事关系。,,,,,,,,,,
97,https://www.youtube.com/watch?v=G1fUliFuz2U&list=LL&index=22,22:44,vlog - 特殊事件,1,What is the most difficult achievement in bowling?,"多线索推理,通用知识推理",12 strikes in a row.,Max整个视频都在挑战如何12次都将12个保龄球全部击倒，足以证明挑战难度，视频连续12次击倒12个保龄球就能达到保龄球界的最高成就，由此推断保龄球最难达到的成就就是12 strikes in a row,模型浏览整个视频，需要定位到视频中已经达成12 strikes in a row的状态以及Max整个视频都在为了达成12 strikes in a row而努力以及周围人听到Max的目标时的反应，推断12 strikes in a row是保龄球界最难的成就。,,,,,,,,,,
,,,,2,Is Max a persistent person or someone who gives up easily?,"多线索推理,人物属性建模",A persistent person.,,模型需要对Max持续追踪，通过Max在达成12 strikes in a row所遭受的折磨但依然一次次尝试最终成功可以推断出Max是一个坚持不懈想要到达目标的人。,,,,,,,,,,
,,,,3,What is the relationship between Max and Mark？,人物属性建模,Mark is the coach of Max.,,模型需要对Max and Mark两人进行持续追踪，通过Max不断失败，遭受挫折后，Mark过来指导Max如何正确打保龄球，可以得知Mark是Max的保龄球指导。,,,,,,,,,,
,,,,4,How many times did Max hit all 12 strikes in the Control Game round?,"多线索推理,多跳推理",Twice.,,模型需要先定位到Max在正式练习之前开始的 Control Game round片段，并且需要通过Max在12次投球后击倒的保龄球数量表现进行总结，从而总结12个球被全部击倒的次数。,,,,,,,,,,
,,,,5,Which part of the body’s muscles are strengthened by long-term bowling?,"多线索推理,通用知识推理",Forearms.,打保龄球时需要发力的部位主要是身体的手臂部分，又因为击倒远处的瓶身需要找到特定的角度发力，因此打保龄球的人身体上最容易锻炼到的地方为小臂。,模型需要通过观察总结多个片段中Max以及其他打保龄球的人身体发力部位以及通过视频中展示的人的肌肉画面，观察打保龄球的人人体最强壮的部位，因此对打保龄球最容易锻炼到的部位进行推断。,,,,,,,,,,
98,https://www.youtube.com/watch?v=3ghDBAeKKbI&list=LL&index=32,21:40,纪录片-历史纪实,1,What is the relationship between Terry and Dave?,"多线索推理,人物属性建模",Colleagues.,,模型需要在多人物中确认Terry and Dave，并对二人持续追踪，通过Terry and Dave在机场一同巡逻以及一同抓捕辱骂机组人员的不礼貌乘客可知，两人为同事关系,,,,,,,,,,
,,,,2,What right airline have if a rude passenger insults the crew at the Heathrow airport?,"多线索推理,通用知识推理",Removing the passenger from the flight.,在不礼貌乘客Ken与机组工作人员发生冲突后，他的护照被机场拉黑且不能登记躲在厕所这一行为可知，如果Heathrow airport有人辱骂工作人员，航班有权将该乘客将乘客从航班中移除,模型需要定位到Terry and Dave抓捕不礼貌乘客Ken的多个片段，通过多个片段中的信息以及ken被航班移除躲在厕所这一行为推断，机场有权将辱骂机组工作人员的乘客移除此次航班。,,,,,,,,,,
,,,,3,Does Terry prefer cats or dogs?,人物属性建模,He prefers dogs.,,模型需要定位到Terry and Dave的谈话画面，通过Terry讲述猫不太亲人，也不太忠诚等话语以及一个关于猫不亲人而引发的荒谬官司可以判断相比于猫，Terry更喜欢小狗。,,,,,,,,,,
,,,,4,What kind of transportation do airport police use for patrolling the Heathrow airport?,多模态/多语言推理,Cars,,模型需要结合视觉听觉，定位到对Terry and Dave在机场巡逻的多个画面，进而对Terry and Dave在Heathrow airport巡逻时驾驶的交通工具进行判断。,,,,,,,,,,
,,,,5,What kind of people increase safety risks for Heathrow airports and passengers?,通用知识推理,Unruly or aggressive passengers.,视频中提到欧洲飞往Heathrow airport的航班，每三个小时就会有因为不遵守规则和冲动暴躁乘客而延误，由此推断Unruly or aggressive passengers将会加大机场安全风险。,模型浏览整个视频，找到视频中欧洲飞往Heathrow airpor航班因不遵守规则和冲动暴躁乘客而延误的片段，由此进行推断不遵守规则和冲动暴躁乘客将会对机场和乘客安全带来极大风险。,,,,,,,,,,
99,https://www.youtube.com/watch?v=x6KLLTp-uQI,20:52,测评 - 其他,1,What is Will's favorite fruit? ,人物属性建模,Kiwi.,,模型需要定位到Will在商店购买晚餐食材的片段，通过will进入商店后，在一堆水果中直接拿起猕猴桃，可判断will最喜欢吃猕猴桃，,,,,,,,,,,
